"User Name",Unique_code,Title
Pavan,PKDKAR01110,"WE LOVE BAD BOYS"
Pavan,PKDKAR00740,"EDHI EASY KADHU"
Pavan,PKDKAR00718,"VIZAG ZOO LO ANNI JANTHUVULU CHUSANU"
Ashok,PKDKAR00307,"INKA GELAVANI UNDHI"
Ashok,PKDKAR7509,"EMAINA TITTALI"
"fly flyerson",PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ybhhkk,PKDKAR01098,"I LOVE  YOU CHEBUTHARU"
Ybhhkk,PKDKAR00655,"EVARIKI RAKUDADHU"
Ybhhkk,PKDKAR01080,"CHALA BHDHAGA UNHDI"
Ybhhkk,PKDKAR01104,"SETUP NATAKALU ADAKU"
Ybhhkk,PKDKAR7547,NEXT
Ybhhkk,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
Ybhhkk,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Ybhhkk,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
Ybhhkk,PKDKAR00740,"EDHI EASY KADHU"
Ybhhkk,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
SR,PKDKAR01094,"NUVEM PIKAV"
SR,PKDKAR01096,"PRATHI KUKKA MORUGUDHI"
SR,PKDKAR01104,"SETUP NATAKALU ADAKU"
SR,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
SR,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
SR,PKDKAR00740,"EDHI EASY KADHU"
Pavan,PKDKAR00655,"EVARIKI RAKUDADHU"
Pavan,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
"Mahesh Babu",PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
"Mahesh Babu",PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Rams,PKDKAR00658,"GOPPA MANASU RA NADHI"
Rams,PKDKAR00577,ALAVATIPOINDHI
Rams,PKDKAR7544,"AA YENTI"
Dttf,PKDKAR00733,"ENTI JOKE HA"
Dttf,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
Rajeev,PKDKAR7506,MEERA
Rajeev,PKDKAR00660,"BODY PENCHANU"
Rajeev,PKDKAR00655,"EVARIKI RAKUDADHU"
Dttf,PKDKAR00734,"ENTHA KAVALO CHEPPU"
Dttf,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Dttf,PKDKAR00718,"VIZAG ZOO LO ANNI JANTHUVULU CHUSANU"
Dttf,PKDKAR00740,"EDHI EASY KADHU"
Dttf,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ashok,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
"Mahesh Babu",PKDKAR00740,"EDHI EASY KADHU"
Ashok,PKDKAR01110,"WE LOVE BAD BOYS"
Rams,PKDKAR7501,"rakta potu"
Rams,PKDKAR7548,"ADI KADANNA"
Rams,PKDKAR7549,"AINA MIMMALNI"
Dttf,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Dttf,PKDKAR00677,"RENDU KALLU CHALAV"
"Mahesh Babu",PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
"Mahesh Babu",PKDKAR00658,"GOPPA MANASU RA NADHI"
"Mahesh Babu",PKDKAR00733,"ENTI JOKE HA"
Dttf,PKDKAR00745,"BALE INTILEGENT"
Rajeev,PKDKAR00641,"MIRU CHALA GREAT"
Rajeev,PKDKAR00688,"ABCD LU CHEPPANDI"
Rajeev,PKDKAR7520,MANDU
Rajeev,PKDKAR00665,"ANNAM PETTU"
Rajeev,PKDKAR00662,"KARCHU KADHURA KALEJA"
Rajeev,PKDKAR00539,"ROMBA THANKS"
Rajeev,PKDKAR00745,"BALE INTILEGENT"
Rajeev,PKDKAR00658,"GOPPA MANASU RA NADHI"
shush,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
VJ,PKDKAR00745,"BALE INTILEGENT"
Rajeev,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
Typo,PKDKAR00658,"GOPPA MANASU RA NADHI"
Rajeev,PKDKAR01092,"NUVU ANTE ANKU MOJU"
Rajeev,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Rams,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
bvfjk,PKDKAR00745,"BALE INTILEGENT"
gujju,PKDKAR00658,"GOPPA MANASU RA NADHI"
fullback,PKDKAR00740,"EDHI EASY KADHU"
fullback,PKDKAR00658,"GOPPA MANASU RA NADHI"
fullback,PKDKAR00745,"BALE INTILEGENT"
Fgh,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Fgh,PKDKAR01110,"WE LOVE BAD BOYS"
Fgh,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
Fgh,PKDKAR00658,"GOPPA MANASU RA NADHI"
Rams,PKDKAR00745,"BALE INTILEGENT"
Ahg,PKDKAR00658,"GOPPA MANASU RA NADHI"
Ahg,PKDKAR01114,"LOVE LETTER ICHESTAVA"
Ahg,PKDKAR01116,PELLICHESUKOVATANIKI
Ahg,PKDKAR00677,"RENDU KALLU CHALAV"
Ahg,PKDKAR00733,"ENTI JOKE HA"
Ahg,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ahg,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
Ahg,PKDKAR00740,"EDHI EASY KADHU"
Ashok,PKDKAR00595,"BRATHAKADANIKI VACHAMU"
Ashok,PKDKAR00555,"OKA NEETHI BODHA PADINDHI"
Ashok,PKDKAR00537,"ATHANE NA SHISHUDU"
Ashok,PKDKAR00527,"BAGANE VANTA PATTINDHIRA"
Ashok,PKDKAR00525,"EVARIKI THELIYADHU"
Ashok,PKDKAR00521,"FEEL AVTHUNNAV"
Ashok,PKDVAM40025,"AVARU KELSA AVARU MADRI"
Ashok,PKDVAM050240,"CASHIER AA? UNNAKEPPIDI TERIYUM"
Ashok,PKDVAM050246,"YENNA COMPUTER JYOSHYAMAA?"
Ashok,PKDKAR7538,VANDA
Ashok,PKDKAR7533,"NENU REDY"
Ashok,PKDKAR7516,"SWARNA LATHA"
Ashok,PKDKAR00623,"MUSTHB KARU"
Ashok,PKDKAR00621,DHORAKADU
Ashok,PKDKAR00802,"ENTHA GOPPAVALLAINA"
Ashok,PKDKAR00806,"NUVU ANDHANGA UNTAV"
Ashok,PKDKAR00816,"CHUSTHE BAYAMESTHUNDHIRA"
Ashok,PKDKAR00818,"RENDU NELALU THIRIGANU"
Ashok,PKDKAR00830,"VIDIPODHAMU EE KSNANME"
Ashok,PKDKAR00862,"SADHINCHAV RA"
Ashok,PKDVAM19375,"PAD NA.. LIKHA HAI"
Ashok,PKDKAR10164,COLOUR
Ashok,PKDKAR10220,SOUJANYA
Ashok,PKDKAR10206,SAMPLE
Ashok,PKDVAM13685,"SEESHI WALI ALMAARI SE ENGLISH KHAMBA"
Ashok,PKDKAR00663,"NIPPULU RAVALI"
Ashok,PKDKAR00745,"BALE INTILEGENT"
Ahg,PKDKAR01096,"PRATHI KUKKA MORUGUDHI"
Ahg,PKDKAR01104,"SETUP NATAKALU ADAKU"
Ahg,PKDKAR01110,"WE LOVE BAD BOYS"
Ahg,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Pavan,PKDKAR00787,"ANANDHAM URAKALU VESE"
Pavan,PKDKAR00718,"VIZAG ZOO LO ANNI JANTHUVULU CHUSANU"
Pavan,PKDKAR01058,"CONTROL CHESI PETTU"
Pavan,PKDKAR01084,"NENU KODITHE ADHOLA"
Pavan,PKDKAR01113,"MODERN ART"
Pavan,PKDKAR01106,"OKA KUKKA NI VADHILESI"
Pavan,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Pavan,PKDKAR01110,"WE LOVE BAD BOYS"
Pavan,PKDKAR7535,NINNU
Pavan,PKDKAR7544,"AA YENTI"
Pavan,PKDKAR00745,"BALE INTILEGENT"
Pavan,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Pavan,PKDKAR00677,"RENDU KALLU CHALAV"
Pavan,PKDKAR00658,"GOPPA MANASU RA NADHI"
"Thirumal Reddy",PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ashok,PKDKAR00299,"NENEMO MASS"
MOORTHY,PKDKAR00745,"BALE INTILEGENT"
Ashok,PKDKAR7546,"ERA VINIPINCHINDA"
Ehssjj,PKDKAR00677,"RENDU KALLU CHALAV"
Ehssjj,PKDKAR00658,"GOPPA MANASU RA NADHI"
Ashok,PKDKAR7543,"REY RAVI"
Ashok,PKDKAR7547,NEXT
Ashok,PKDKAR01105,OKKOKADIKI
Fhgf,PKDKAR7542,MAMULAGANE
Ashok,PKDKAR7541,SAMSKARAM
Rams,PKDKAR7531,"NANNA A AMMAI"
Rams,PKDKAR7541,SAMSKARAM
Ramalingareddy,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
Ramalingareddy,PKDKAR00655,"EVARIKI RAKUDADHU"
Ramalingareddy,PKDKAR01110,"WE LOVE BAD BOYS"
Ramalingareddy,PKDKAR00740,"EDHI EASY KADHU"
Ramalingareddy,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Ramalingareddy,PKDKAR01106,"OKA KUKKA NI VADHILESI"
Ramalingareddy,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ramalingareddy,PKDKAR7542,MAMULAGANE
Rajeev,PKDKAR00336,"INKA DHIGA JARALE"
Yash,PKDKAR01109,"TREAT ME A GIRL FRIEND"
Yash,PKDKAR01119,CHANDAMAMA
Vijay,PKDKAR01096,"PRATHI KUKKA MORUGUDHI"
Vijay,PKDKAR00740,"EDHI EASY KADHU"
cjvjcv,PKDKAR7547,NEXT
Ashok,PKDKAR00326,"ENTHA ANDHANGA UNNAV TELUSA"
Ashok,PKDVAM050322,PAATHUKO
Ashok,PKDVAM50039,LOVERS
Ashok,PKDKAR01116,PELLICHESUKOVATANIKI
Ashok,PKDKAR01096,"PRATHI KUKKA MORUGUDHI"
Ashok,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Ashok,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Ashok,PKDKAR00655,"EVARIKI RAKUDADHU"
Vijay,PKDKAR01106,"OKA KUKKA NI VADHILESI"
Vijay,PKDKAR01110,"WE LOVE BAD BOYS"
Vijay,PKDKAR01120,"AREY CHINNADHANA NIKOSAM"
Ramalingareddy,PKDKAR01022,"BURRA KATHA CHEBUTHUNNANENTIRA"
Ramalingareddy,PKDKAR01026,"TABLE MIDHA APPLE "
Ramalingareddy,PKDKAR01062,"NA PERU SURYA"
Ramalingareddy,PKDKAR01090,"PAITING HABBY NA"
Ramalingareddy,PKDKAR01088,"NA NIJAM UNTADHI"
Ramalingareddy,PKDKAR01094,"NUVEM PIKAV"
Ramalingareddy,PKDKAR00734,"ENTHA KAVALO CHEPPU"
"Lavan Kumar",PKDKAR00655,"EVARIKI RAKUDADHU"
Ramalingareddy,PKDKAR00874,"KARANAM NUVENA"
Ramalingareddy,PKDKAR01072,"KYA DIALOGUE MAMA"
Ramalingareddy,PKDKAR01074,"NUVU ENTHA LUCKY"
Ramalingareddy,PKDKAR7511,"ANNI UNNAI"
Ramalingareddy,PKDKAR00665,"ANNAM PETTU"
Ramalingareddy,PKDKAR00664,NENUCHAVAU
Ramalingareddy,PKDKAR00408,"PREMA PUTTADANIKI OKK KSHANAMCHALU"
Ramalingareddy,PKDKAR7506,MEERA
Ramalingareddy,PKDKAR00660,"BODY PENCHANU"
Ramalingareddy,PKDKAR00659,"TENSION PADDANU"
Ramalingareddy,PKDKAR00403,"BOYFRIEND HUSBAND ANTHE"
Ramalingareddy,PKDKAR00402,"KASTALLO THODUNDEDHI"
Ramalingareddy,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Ramalingareddy,PKDKAR00638,THANNOKOSTHUNDHI
Ramalingareddy,PKDKAR00539,"ROMBA THANKS"
Ramalingareddy,PKDKAR00495,"NUVEM MATADUTHUNNAV"
Ramalingareddy,PKDKAR00739,"GOLD COVER VESUKONI THIRUGUTHUNNARU"
Ramalingareddy,PKDKAR00718,"VIZAG ZOO LO ANNI JANTHUVULU CHUSANU"
Ramalingareddy,PKDKAR7546,"ERA VINIPINCHINDA"
Ramalingareddy,PKDKAR00657,BRATHAKANIVVANU
Ramalingareddy,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
MOORTHY,PKDKAR7531,"NANNA A AMMAI"
W,PKDKAR7543,"REY RAVI"
W,PKDKAR7542,MAMULAGANE
W,PKDKAR7546,"ERA VINIPINCHINDA"
W,PKDKAR7547,NEXT
"prasad reddy",PKDKAR7543,"REY RAVI"
Ashok,PKDKAR01110,"WE LOVE BAD BOYS"
Ashok,PKDKAR7539,PANIKI
Ashok,PKDKAR7540,"A POTTODU"
Ashok,PKDKAR7529,MEDA
Ashok,PKDKAR7542,MAMULAGANE
Ashok,PKDVAM050369,"SANTHOSHAMA AKKAA"
Ashok,PKDVAM050375,"KAARYAM MUDINJIRCHU"
Ashok,PKDKAR10126,"SACH KAHA"
Ashok,PKDKAR10179,ABHINAYIKE
Ashok,PKDKAR10195,INDIA
Ashok,PKDKAR10197,PRAJALU
Ashok,PKDKAR01087,"NIKANTE MONDDODODINI"
Ashok,PKDKAR01091,"NIJANGANE LOVE CHESTHUNNNA"
Ashok,PKDKAR00742,VADHAALNU
Ashok,PKDKAR00854,"ATHANE PREMISTHANU"
Ashok,PKDKAR00336,"INKA DHIGA JARALE"
Ashok,PKDKAR00874,"KARANAM NUVENA"
Ashok,PKDKAR00740,"EDHI EASY KADHU"
cjvjcv,PKDKAR7546,"ERA VINIPINCHINDA"
cjvjcv,PKDKAR7543,"REY RAVI"
cjvjcv,PKDKAR7542,MAMULAGANE
RP,PKDKAR7546,"ERA VINIPINCHINDA"
RP,PKDKAR7541,SAMSKARAM
RP,PKDKAR7542,MAMULAGANE
RP,PKDKAR7543,"REY RAVI"
RP,PKDKAR7528,"MAY I"
Ashok,PKDKAR01025,"VEDHAVA MUKANIKI"
Ashok,PKDKAR01021,VEDHAVANI
Ashok,PKDKAR7531,"NANNA A AMMAI"
Ashok,PKDKAR00733,"ENTI JOKE HA"
thhjj,PKDKAR01092,"NUVU ANTE ANKU MOJU"
thhjj,PKDKAR01104,"SETUP NATAKALU ADAKU"
thhjj,PKDKAR01110,"WE LOVE BAD BOYS"
thhjj,PKDKAR01106,"OKA KUKKA NI VADHILESI"
thhjj,PKDKAR00657,BRATHAKANIVVANU
thhjj,PKDKAR00734,"ENTHA KAVALO CHEPPU"
thhjj,PKDKAR00740,"EDHI EASY KADHU"
Ashok,PKDKAR00658,"GOPPA MANASU RA NADHI"
thhjj,PKDKAR01088,"NA NIJAM UNTADHI"
"Lavan Kumar",PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
"Lavan Kumar",PKDKAR00740,"EDHI EASY KADHU"
omulus,PKDKAR01091,"NIJANGANE LOVE CHESTHUNNNA"
Rams,PKDKAR00336,"INKA DHIGA JARALE"
Rams,PKDKAR00874,"KARANAM NUVENA"
Rams,PKDKAR00401,"OKATI THISUKUNTE INKOTI ISTHADU"
omulus,PKDKAR01109,"TREAT ME A GIRL FRIEND"
omulus,PKDKAR01087,"NIKANTE MONDDODODINI"
omulus,PKDKAR00377,"ADHI GELUPU VARAKI THISUKELTHUNDHI"
Rams,PKDKAR00734,"ENTHA KAVALO CHEPPU"
omulus,PKDKAR01119,CHANDAMAMA
Omulus_241_p.jpg,PKDKAR7528,"MAY I"
Ashok,PKDKAR00829,"POYEDHAKA ILAGE UNTANU"
Ashok,PKDKAR00805,"NI FACE  NI VOICE"
Ashok,PKDKAR00332,NUVU
Ashok,PKDKAR10147,SHAADI
Ashok,PKDKAR01113,"MODERN ART"
Ashok,PKDKAR01115,"AKASHANNI AMMESE"
Ashok,PKDKAR00718,"VIZAG ZOO LO ANNI JANTHUVULU CHUSANU"
Ashok,PKDKAR7536,NUV
Ashok,PKDKAR00659,"TENSION PADDANU"
Rams,PKDKAR00740,"EDHI EASY KADHU"
Rams,PKDKAR00736,"KASTA PADATANIKI EMUNDHI"
Rams,PKDKAR00728,"YE RUPAM LO VACHINA"
Rams,PKDKAR00724,"ENTH AMRYADHA"
Rams,PKDKAR00722,"KULAM KULA M ANI"
Rams,PKDKAR00720,"EDHUGU DHALANI CHUSI JELLESY"
Rams,PKDKAR00716,"PERMISSION DHENIKI"
Rams,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
Rams,PKDKAR00495,"NUVEM MATADUTHUNNAV"
Rams,PKDKAR00657,BRATHAKANIVVANU
Rams,PKDKAR00655,"EVARIKI RAKUDADHU"
Rams,PKDKAR00399,"ALREADY PREMINCHUKUNAPUDU"
Ashok,PKDKAR00491,"ENTRA VADI QUALIFICAION RA"
fh,PKDKAR7531,"NANNA A AMMAI"
fh,PKDKAR7528,"MAY I"
Rams,PKDKAR7543,"REY RAVI"
Ashok,PKDKAR7534,"NE YABBA"
Gfgh,PKDKAR7547,NEXT
